PA,SZ,AG,TOD,Pop,Sex,Time
Bukit Merah,Kampong Tiong Bahru,50_to_54,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,50_to_54,3-Room Flats,160,Females,2024
Bukit Merah,Kampong Tiong Bahru,50_to_54,4-Room Flats,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,50_to_54,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,50_to_54,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,55_to_59,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,55_to_59,3-Room Flats,140,Females,2024
Bukit Merah,Kampong Tiong Bahru,55_to_59,4-Room Flats,70,Females,2024
Bukit Merah,Kampong Tiong Bahru,55_to_59,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,55_to_59,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,60_to_64,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,60_to_64,3-Room Flats,150,Females,2024
Bukit Merah,Kampong Tiong Bahru,60_to_64,4-Room Flats,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,60_to_64,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,60_to_64,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,65_to_69,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,65_to_69,3-Room Flats,190,Females,2024
Bukit Merah,Kampong Tiong Bahru,65_to_69,4-Room Flats,70,Females,2024
Bukit Merah,Kampong Tiong Bahru,65_to_69,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,65_to_69,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,70_to_74,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,70_to_74,3-Room Flats,160,Females,2024
Bukit Merah,Kampong Tiong Bahru,70_to_74,4-Room Flats,80,Females,2024
Bukit Merah,Kampong Tiong Bahru,70_to_74,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,70_to_74,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,70_to_74,Others,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,75_to_79,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,75_to_79,3-Room Flats,160,Females,2024
Bukit Merah,Kampong Tiong Bahru,75_to_79,4-Room Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,75_to_79,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,75_to_79,Others,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,80_to_84,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,80_to_84,3-Room Flats,100,Females,2024
Bukit Merah,Kampong Tiong Bahru,80_to_84,4-Room Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,80_to_84,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,80_to_84,Others,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,85_to_89,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,85_to_89,3-Room Flats,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,85_to_89,4-Room Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,85_to_89,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,85_to_89,Others,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,90 & Over,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,90 & Over,3-Room Flats,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,90 & Over,4-Room Flats,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,90 & Over,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,90 & Over,Others,20,Females,2024
Bukit Merah,Maritime Square,0_to_4,Condominiums and Other Apartments,120,Females,2024
Bukit Merah,Maritime Square,5_to_9,Condominiums and Other Apartments,170,Females,2024
Bukit Merah,Maritime Square,10_to_14,Condominiums and Other Apartments,170,Females,2024
Bukit Merah,Maritime Square,15_to_19,Condominiums and Other Apartments,130,Females,2024
Bukit Merah,Maritime Square,20_to_24,Condominiums and Other Apartments,100,Females,2024
Bukit Merah,Maritime Square,25_to_29,Condominiums and Other Apartments,80,Females,2024
Bukit Merah,Maritime Square,30_to_34,Condominiums and Other Apartments,120,Females,2024
Bukit Merah,Maritime Square,35_to_39,Condominiums and Other Apartments,210,Females,2024
Bukit Merah,Maritime Square,40_to_44,Condominiums and Other Apartments,310,Females,2024
Bukit Merah,Maritime Square,40_to_44,Landed Properties,10,Females,2024
Bukit Merah,Maritime Square,40_to_44,Others,10,Females,2024
Bukit Merah,Maritime Square,45_to_49,Condominiums and Other Apartments,240,Females,2024
Bukit Merah,Maritime Square,50_to_54,Condominiums and Other Apartments,200,Females,2024
Bukit Merah,Maritime Square,50_to_54,Others,10,Females,2024
Bukit Merah,Maritime Square,55_to_59,Condominiums and Other Apartments,140,Females,2024
Bukit Merah,Maritime Square,55_to_59,Others,10,Females,2024
Bukit Merah,Maritime Square,60_to_64,Condominiums and Other Apartments,90,Females,2024
Bukit Merah,Maritime Square,60_to_64,Others,10,Females,2024
Bukit Merah,Maritime Square,65_to_69,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Maritime Square,65_to_69,Landed Properties,10,Females,2024
Bukit Merah,Maritime Square,65_to_69,Others,10,Females,2024
Bukit Merah,Maritime Square,70_to_74,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Maritime Square,70_to_74,Others,20,Females,2024
Bukit Merah,Maritime Square,75_to_79,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Maritime Square,75_to_79,Others,20,Females,2024
Bukit Merah,Maritime Square,80_to_84,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Maritime Square,80_to_84,Others,20,Females,2024
Bukit Merah,Maritime Square,85_to_89,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Maritime Square,85_to_89,Others,20,Females,2024
Bukit Merah,Maritime Square,90 & Over,Others,20,Females,2024
Bukit Merah,Redhill,0_to_4,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,0_to_4,4-Room Flats,40,Females,2024
Bukit Merah,Redhill,0_to_4,5-Room and Executive Flats,70,Females,2024
Bukit Merah,Redhill,0_to_4,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Redhill,5_to_9,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,5_to_9,4-Room Flats,60,Females,2024
Bukit Merah,Redhill,5_to_9,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Redhill,5_to_9,Condominiums and Other Apartments,110,Females,2024
Bukit Merah,Redhill,10_to_14,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,10_to_14,4-Room Flats,100,Females,2024
Bukit Merah,Redhill,10_to_14,5-Room and Executive Flats,120,Females,2024
Bukit Merah,Redhill,10_to_14,Condominiums and Other Apartments,90,Females,2024
Bukit Merah,Redhill,15_to_19,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,15_to_19,4-Room Flats,90,Females,2024
Bukit Merah,Redhill,15_to_19,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Redhill,15_to_19,Condominiums and Other Apartments,80,Females,2024
Bukit Merah,Redhill,20_to_24,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,20_to_24,4-Room Flats,60,Females,2024
Bukit Merah,Redhill,20_to_24,5-Room and Executive Flats,80,Females,2024
Bukit Merah,Redhill,20_to_24,Condominiums and Other Apartments,80,Females,2024
Bukit Merah,Redhill,25_to_29,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Redhill,25_to_29,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,25_to_29,4-Room Flats,90,Females,2024
Bukit Merah,Redhill,25_to_29,5-Room and Executive Flats,120,Females,2024
Bukit Merah,Redhill,25_to_29,Condominiums and Other Apartments,80,Females,2024
Bukit Merah,Redhill,25_to_29,Others,10,Females,2024
Bukit Merah,Redhill,30_to_34,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Redhill,30_to_34,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,30_to_34,4-Room Flats,110,Females,2024
Bukit Merah,Redhill,30_to_34,5-Room and Executive Flats,130,Females,2024
Bukit Merah,Redhill,30_to_34,Condominiums and Other Apartments,140,Females,2024
Bukit Merah,Redhill,35_to_39,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Redhill,35_to_39,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,35_to_39,4-Room Flats,90,Females,2024
Bukit Merah,Redhill,35_to_39,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Redhill,35_to_39,Condominiums and Other Apartments,180,Females,2024
Bukit Merah,Redhill,40_to_44,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Redhill,40_to_44,4-Room Flats,150,Females,2024
Bukit Merah,Redhill,40_to_44,5-Room and Executive Flats,120,Females,2024
Bukit Merah,Redhill,40_to_44,Condominiums and Other Apartments,190,Females,2024
Bukit Merah,Redhill,40_to_44,Others,10,Females,2024
Bukit Merah,Redhill,45_to_49,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,45_to_49,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,45_to_49,4-Room Flats,200,Females,2024
Bukit Merah,Redhill,45_to_49,5-Room and Executive Flats,160,Females,2024
Bukit Merah,Redhill,45_to_49,Condominiums and Other Apartments,170,Females,2024
Bukit Merah,Redhill,50_to_54,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Redhill,50_to_54,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,50_to_54,4-Room Flats,100,Females,2024
Bukit Merah,Redhill,50_to_54,5-Room and Executive Flats,130,Females,2024
Bukit Merah,Redhill,50_to_54,Condominiums and Other Apartments,140,Females,2024
Bukit Merah,Redhill,55_to_59,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Redhill,55_to_59,3-Room Flats,20,Females,2024
Bukit Merah,Redhill,55_to_59,4-Room Flats,100,Females,2024
Bukit Merah,Redhill,55_to_59,5-Room and Executive Flats,110,Females,2024
Bukit Merah,Redhill,55_to_59,Condominiums and Other Apartments,90,Females,2024
Bukit Merah,Redhill,60_to_64,1- and 2-Room Flats*,70,Females,2024
Bukit Merah,Redhill,60_to_64,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,60_to_64,4-Room Flats,70,Females,2024
Bukit Merah,Redhill,60_to_64,5-Room and Executive Flats,120,Females,2024
Bukit Merah,Redhill,60_to_64,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Redhill,65_to_69,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Redhill,65_to_69,3-Room Flats,20,Females,2024
Bukit Merah,Redhill,65_to_69,4-Room Flats,60,Females,2024
Bukit Merah,Redhill,65_to_69,5-Room and Executive Flats,80,Females,2024
Bukit Merah,Redhill,65_to_69,Condominiums and Other Apartments,40,Females,2024
Bukit Merah,Redhill,70_to_74,1- and 2-Room Flats*,80,Females,2024
Bukit Merah,Redhill,70_to_74,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,70_to_74,4-Room Flats,50,Females,2024
Bukit Merah,Redhill,70_to_74,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Redhill,70_to_74,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Redhill,75_to_79,1- and 2-Room Flats*,70,Females,2024
Bukit Merah,Redhill,75_to_79,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,75_to_79,4-Room Flats,50,Females,2024
Bukit Merah,Redhill,75_to_79,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Redhill,75_to_79,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Redhill,80_to_84,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Redhill,80_to_84,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,80_to_84,4-Room Flats,30,Females,2024
Bukit Merah,Redhill,80_to_84,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Redhill,80_to_84,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Redhill,85_to_89,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Redhill,85_to_89,3-Room Flats,10,Females,2024
Bukit Merah,Redhill,85_to_89,4-Room Flats,20,Females,2024
Bukit Merah,Redhill,85_to_89,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Redhill,85_to_89,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Redhill,90 & Over,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Redhill,90 & Over,4-Room Flats,10,Females,2024
Bukit Merah,Redhill,90 & Over,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Redhill,90 & Over,Others,20,Females,2024
Bukit Merah,Telok Blangah Drive,0_to_4,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Drive,0_to_4,3-Room Flats,90,Females,2024
Bukit Merah,Telok Blangah Drive,0_to_4,4-Room Flats,310,Females,2024
Bukit Merah,Telok Blangah Drive,0_to_4,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Telok Blangah Drive,0_to_4,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Telok Blangah Drive,5_to_9,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Drive,5_to_9,3-Room Flats,70,Females,2024
Bukit Merah,Telok Blangah Drive,5_to_9,4-Room Flats,250,Females,2024
Bukit Merah,Telok Blangah Drive,5_to_9,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Telok Blangah Drive,5_to_9,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,10_to_14,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Drive,10_to_14,3-Room Flats,60,Females,2024
Bukit Merah,Telok Blangah Drive,10_to_14,4-Room Flats,210,Females,2024
Bukit Merah,Telok Blangah Drive,10_to_14,5-Room and Executive Flats,80,Females,2024
Bukit Merah,Telok Blangah Drive,10_to_14,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,15_to_19,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Telok Blangah Drive,15_to_19,3-Room Flats,60,Females,2024
Bukit Merah,Telok Blangah Drive,15_to_19,4-Room Flats,170,Females,2024
Bukit Merah,Telok Blangah Drive,15_to_19,5-Room and Executive Flats,110,Females,2024
Bukit Merah,Telok Blangah Drive,15_to_19,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,20_to_24,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Drive,20_to_24,3-Room Flats,70,Females,2024
Bukit Merah,Telok Blangah Drive,20_to_24,4-Room Flats,160,Females,2024
Bukit Merah,Telok Blangah Drive,20_to_24,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Telok Blangah Drive,20_to_24,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,25_to_29,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Telok Blangah Drive,25_to_29,3-Room Flats,120,Females,2024
Bukit Merah,Telok Blangah Drive,25_to_29,4-Room Flats,180,Females,2024
Bukit Merah,Telok Blangah Drive,25_to_29,5-Room and Executive Flats,90,Females,2024
Bukit Merah,Telok Blangah Drive,25_to_29,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Telok Blangah Drive,30_to_34,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Drive,30_to_34,3-Room Flats,200,Females,2024
Bukit Merah,Telok Blangah Drive,30_to_34,4-Room Flats,380,Females,2024
Bukit Merah,Telok Blangah Drive,30_to_34,5-Room and Executive Flats,110,Females,2024
Bukit Merah,Telok Blangah Drive,30_to_34,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Telok Blangah Drive,35_to_39,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Drive,35_to_39,3-Room Flats,230,Females,2024
Bukit Merah,Telok Blangah Drive,35_to_39,4-Room Flats,580,Females,2024
Bukit Merah,Telok Blangah Drive,35_to_39,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Telok Blangah Drive,35_to_39,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Telok Blangah Drive,35_to_39,Others,10,Females,2024
Bukit Merah,Telok Blangah Drive,40_to_44,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Telok Blangah Drive,40_to_44,3-Room Flats,230,Females,2024
Bukit Merah,Telok Blangah Drive,40_to_44,4-Room Flats,450,Females,2024
Bukit Merah,Telok Blangah Drive,40_to_44,5-Room and Executive Flats,90,Females,2024
Bukit Merah,Telok Blangah Drive,40_to_44,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Telok Blangah Drive,45_to_49,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Telok Blangah Drive,45_to_49,3-Room Flats,180,Females,2024
Bukit Merah,Telok Blangah Drive,45_to_49,4-Room Flats,300,Females,2024
Bukit Merah,Telok Blangah Drive,45_to_49,5-Room and Executive Flats,170,Females,2024
Bukit Merah,Telok Blangah Drive,45_to_49,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Telok Blangah Drive,50_to_54,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Telok Blangah Drive,50_to_54,3-Room Flats,230,Females,2024
Bukit Merah,Telok Blangah Drive,50_to_54,4-Room Flats,260,Females,2024
Bukit Merah,Telok Blangah Drive,50_to_54,5-Room and Executive Flats,150,Females,2024
Bukit Merah,Telok Blangah Drive,50_to_54,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Telok Blangah Drive,55_to_59,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Telok Blangah Drive,55_to_59,3-Room Flats,180,Females,2024
Bukit Merah,Telok Blangah Drive,55_to_59,4-Room Flats,220,Females,2024
Bukit Merah,Telok Blangah Drive,55_to_59,5-Room and Executive Flats,130,Females,2024
Bukit Merah,Telok Blangah Drive,55_to_59,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Telok Blangah Drive,60_to_64,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Telok Blangah Drive,60_to_64,3-Room Flats,180,Females,2024
Bukit Merah,Telok Blangah Drive,60_to_64,4-Room Flats,210,Females,2024
Bukit Merah,Telok Blangah Drive,60_to_64,5-Room and Executive Flats,130,Females,2024
Bukit Merah,Telok Blangah Drive,60_to_64,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Telok Blangah Drive,65_to_69,1- and 2-Room Flats*,80,Females,2024
Bukit Merah,Telok Blangah Drive,65_to_69,3-Room Flats,190,Females,2024
Bukit Merah,Telok Blangah Drive,65_to_69,4-Room Flats,200,Females,2024
Bukit Merah,Telok Blangah Drive,65_to_69,5-Room and Executive Flats,130,Females,2024
Bukit Merah,Telok Blangah Drive,65_to_69,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,70_to_74,1- and 2-Room Flats*,100,Females,2024
Bukit Merah,Telok Blangah Drive,70_to_74,3-Room Flats,210,Females,2024
Bukit Merah,Telok Blangah Drive,70_to_74,4-Room Flats,210,Females,2024
Bukit Merah,Telok Blangah Drive,70_to_74,5-Room and Executive Flats,130,Females,2024
Bukit Merah,Telok Blangah Drive,70_to_74,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,75_to_79,1- and 2-Room Flats*,80,Females,2024
Bukit Merah,Telok Blangah Drive,75_to_79,3-Room Flats,160,Females,2024
Bukit Merah,Telok Blangah Drive,75_to_79,4-Room Flats,170,Females,2024
Bukit Merah,Telok Blangah Drive,75_to_79,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Telok Blangah Drive,75_to_79,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,80_to_84,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Telok Blangah Drive,80_to_84,3-Room Flats,120,Females,2024
Bukit Merah,Telok Blangah Drive,80_to_84,4-Room Flats,110,Females,2024
Bukit Merah,Telok Blangah Drive,80_to_84,5-Room and Executive Flats,70,Females,2024
Bukit Merah,Telok Blangah Drive,80_to_84,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Drive,85_to_89,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Telok Blangah Drive,85_to_89,3-Room Flats,70,Females,2024
Bukit Merah,Telok Blangah Drive,85_to_89,4-Room Flats,60,Females,2024
Bukit Merah,Telok Blangah Drive,85_to_89,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Telok Blangah Drive,90 & Over,1- and 2-Room Flats*,10,Females,2024
Bukit Merah,Telok Blangah Drive,90 & Over,3-Room Flats,30,Females,2024
Bukit Merah,Telok Blangah Drive,90 & Over,4-Room Flats,40,Females,2024
Bukit Merah,Telok Blangah Drive,90 & Over,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Telok Blangah Drive,90 & Over,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Telok Blangah Rise,0_to_4,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Telok Blangah Rise,0_to_4,3-Room Flats,30,Females,2024
