PA,SZ,AG,TOD,Pop,Sex,Time
Bukit Merah,Bukit Ho Swee,60_to_64,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Bukit Ho Swee,65_to_69,1- and 2-Room Flats*,140,Females,2024
Bukit Merah,Bukit Ho Swee,65_to_69,3-Room Flats,220,Females,2024
Bukit Merah,Bukit Ho Swee,65_to_69,4-Room Flats,130,Females,2024
Bukit Merah,Bukit Ho Swee,65_to_69,5-Room and Executive Flats,90,Females,2024
Bukit Merah,Bukit Ho Swee,65_to_69,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Bukit Ho Swee,70_to_74,1- and 2-Room Flats*,130,Females,2024
Bukit Merah,Bukit Ho Swee,70_to_74,3-Room Flats,180,Females,2024
Bukit Merah,Bukit Ho Swee,70_to_74,4-Room Flats,120,Females,2024
Bukit Merah,Bukit Ho Swee,70_to_74,5-Room and Executive Flats,80,Females,2024
Bukit Merah,Bukit Ho Swee,70_to_74,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Bukit Ho Swee,75_to_79,1- and 2-Room Flats*,130,Females,2024
Bukit Merah,Bukit Ho Swee,75_to_79,3-Room Flats,180,Females,2024
Bukit Merah,Bukit Ho Swee,75_to_79,4-Room Flats,70,Females,2024
Bukit Merah,Bukit Ho Swee,75_to_79,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Bukit Ho Swee,75_to_79,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Bukit Ho Swee,80_to_84,1- and 2-Room Flats*,80,Females,2024
Bukit Merah,Bukit Ho Swee,80_to_84,3-Room Flats,140,Females,2024
Bukit Merah,Bukit Ho Swee,80_to_84,4-Room Flats,50,Females,2024
Bukit Merah,Bukit Ho Swee,80_to_84,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Ho Swee,80_to_84,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Bukit Ho Swee,85_to_89,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Bukit Ho Swee,85_to_89,3-Room Flats,100,Females,2024
Bukit Merah,Bukit Ho Swee,85_to_89,4-Room Flats,30,Females,2024
Bukit Merah,Bukit Ho Swee,85_to_89,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Bukit Ho Swee,90 & Over,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Bukit Ho Swee,90 & Over,3-Room Flats,60,Females,2024
Bukit Merah,Bukit Ho Swee,90 & Over,4-Room Flats,20,Females,2024
Bukit Merah,Bukit Ho Swee,90 & Over,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Bukit Merah,0_to_4,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Bukit Merah,5_to_9,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Bukit Merah,10_to_14,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,15_to_19,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Bukit Merah,20_to_24,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,25_to_29,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,30_to_34,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Bukit Merah,35_to_39,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Bukit Merah,40_to_44,3-Room Flats,10,Females,2024
Bukit Merah,Bukit Merah,40_to_44,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,45_to_49,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,50_to_54,3-Room Flats,10,Females,2024
Bukit Merah,Bukit Merah,50_to_54,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Bukit Merah,55_to_59,3-Room Flats,10,Females,2024
Bukit Merah,Bukit Merah,55_to_59,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,60_to_64,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,65_to_69,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Bukit Merah,70_to_74,3-Room Flats,10,Females,2024
Bukit Merah,Bukit Merah,70_to_74,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,75_to_79,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Bukit Merah,80_to_84,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Bukit Merah,85_to_89,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Depot Road,0_to_4,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,0_to_4,4-Room Flats,50,Females,2024
Bukit Merah,Depot Road,0_to_4,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Depot Road,0_to_4,Condominiums and Other Apartments,40,Females,2024
Bukit Merah,Depot Road,5_to_9,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,5_to_9,4-Room Flats,60,Females,2024
Bukit Merah,Depot Road,5_to_9,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Depot Road,5_to_9,Condominiums and Other Apartments,70,Females,2024
Bukit Merah,Depot Road,10_to_14,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,10_to_14,4-Room Flats,50,Females,2024
Bukit Merah,Depot Road,10_to_14,5-Room and Executive Flats,70,Females,2024
Bukit Merah,Depot Road,10_to_14,Condominiums and Other Apartments,90,Females,2024
Bukit Merah,Depot Road,15_to_19,4-Room Flats,30,Females,2024
Bukit Merah,Depot Road,15_to_19,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Depot Road,15_to_19,Condominiums and Other Apartments,80,Females,2024
Bukit Merah,Depot Road,20_to_24,4-Room Flats,20,Females,2024
Bukit Merah,Depot Road,20_to_24,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Depot Road,20_to_24,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Depot Road,25_to_29,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,25_to_29,4-Room Flats,50,Females,2024
Bukit Merah,Depot Road,25_to_29,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Depot Road,25_to_29,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Depot Road,30_to_34,3-Room Flats,20,Females,2024
Bukit Merah,Depot Road,30_to_34,4-Room Flats,80,Females,2024
Bukit Merah,Depot Road,30_to_34,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Depot Road,30_to_34,Condominiums and Other Apartments,50,Females,2024
Bukit Merah,Depot Road,35_to_39,3-Room Flats,20,Females,2024
Bukit Merah,Depot Road,35_to_39,4-Room Flats,120,Females,2024
Bukit Merah,Depot Road,35_to_39,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Depot Road,35_to_39,Condominiums and Other Apartments,80,Females,2024
Bukit Merah,Depot Road,40_to_44,3-Room Flats,20,Females,2024
Bukit Merah,Depot Road,40_to_44,4-Room Flats,80,Females,2024
Bukit Merah,Depot Road,40_to_44,5-Room and Executive Flats,70,Females,2024
Bukit Merah,Depot Road,40_to_44,Condominiums and Other Apartments,130,Females,2024
Bukit Merah,Depot Road,45_to_49,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,45_to_49,4-Room Flats,90,Females,2024
Bukit Merah,Depot Road,45_to_49,5-Room and Executive Flats,110,Females,2024
Bukit Merah,Depot Road,45_to_49,Condominiums and Other Apartments,120,Females,2024
Bukit Merah,Depot Road,50_to_54,4-Room Flats,70,Females,2024
Bukit Merah,Depot Road,50_to_54,5-Room and Executive Flats,80,Females,2024
Bukit Merah,Depot Road,50_to_54,Condominiums and Other Apartments,130,Females,2024
Bukit Merah,Depot Road,55_to_59,4-Room Flats,60,Females,2024
Bukit Merah,Depot Road,55_to_59,5-Room and Executive Flats,70,Females,2024
Bukit Merah,Depot Road,55_to_59,Condominiums and Other Apartments,70,Females,2024
Bukit Merah,Depot Road,60_to_64,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,60_to_64,4-Room Flats,60,Females,2024
Bukit Merah,Depot Road,60_to_64,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Depot Road,60_to_64,Condominiums and Other Apartments,40,Females,2024
Bukit Merah,Depot Road,65_to_69,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Depot Road,65_to_69,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,65_to_69,4-Room Flats,60,Females,2024
Bukit Merah,Depot Road,65_to_69,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Depot Road,65_to_69,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Depot Road,70_to_74,1- and 2-Room Flats*,20,Females,2024
Bukit Merah,Depot Road,70_to_74,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,70_to_74,4-Room Flats,80,Females,2024
Bukit Merah,Depot Road,70_to_74,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Depot Road,70_to_74,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Depot Road,75_to_79,1- and 2-Room Flats*,10,Females,2024
Bukit Merah,Depot Road,75_to_79,4-Room Flats,60,Females,2024
Bukit Merah,Depot Road,75_to_79,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Depot Road,75_to_79,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Depot Road,80_to_84,1- and 2-Room Flats*,10,Females,2024
Bukit Merah,Depot Road,80_to_84,3-Room Flats,10,Females,2024
Bukit Merah,Depot Road,80_to_84,4-Room Flats,40,Females,2024
Bukit Merah,Depot Road,80_to_84,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Depot Road,80_to_84,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Depot Road,85_to_89,4-Room Flats,20,Females,2024
Bukit Merah,Depot Road,85_to_89,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Depot Road,90 & Over,4-Room Flats,10,Females,2024
Bukit Merah,Depot Road,90 & Over,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Everton Park,0_to_4,3-Room Flats,10,Females,2024
Bukit Merah,Everton Park,0_to_4,4-Room Flats,20,Females,2024
Bukit Merah,Everton Park,0_to_4,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Everton Park,0_to_4,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Everton Park,5_to_9,4-Room Flats,30,Females,2024
Bukit Merah,Everton Park,5_to_9,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Everton Park,5_to_9,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Everton Park,10_to_14,3-Room Flats,20,Females,2024
Bukit Merah,Everton Park,10_to_14,4-Room Flats,30,Females,2024
Bukit Merah,Everton Park,10_to_14,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Everton Park,10_to_14,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Everton Park,15_to_19,3-Room Flats,20,Females,2024
Bukit Merah,Everton Park,15_to_19,4-Room Flats,50,Females,2024
Bukit Merah,Everton Park,15_to_19,5-Room and Executive Flats,80,Females,2024
Bukit Merah,Everton Park,15_to_19,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Everton Park,20_to_24,3-Room Flats,20,Females,2024
Bukit Merah,Everton Park,20_to_24,4-Room Flats,40,Females,2024
Bukit Merah,Everton Park,20_to_24,5-Room and Executive Flats,90,Females,2024
Bukit Merah,Everton Park,20_to_24,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Everton Park,20_to_24,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,25_to_29,3-Room Flats,40,Females,2024
Bukit Merah,Everton Park,25_to_29,4-Room Flats,70,Females,2024
Bukit Merah,Everton Park,25_to_29,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Everton Park,25_to_29,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Everton Park,25_to_29,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,30_to_34,3-Room Flats,50,Females,2024
Bukit Merah,Everton Park,30_to_34,4-Room Flats,70,Females,2024
Bukit Merah,Everton Park,30_to_34,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Everton Park,30_to_34,Condominiums and Other Apartments,50,Females,2024
Bukit Merah,Everton Park,30_to_34,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,35_to_39,3-Room Flats,50,Females,2024
Bukit Merah,Everton Park,35_to_39,4-Room Flats,70,Females,2024
Bukit Merah,Everton Park,35_to_39,5-Room and Executive Flats,110,Females,2024
Bukit Merah,Everton Park,35_to_39,Condominiums and Other Apartments,70,Females,2024
Bukit Merah,Everton Park,35_to_39,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,35_to_39,Others,10,Females,2024
Bukit Merah,Everton Park,40_to_44,3-Room Flats,50,Females,2024
Bukit Merah,Everton Park,40_to_44,4-Room Flats,70,Females,2024
Bukit Merah,Everton Park,40_to_44,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Everton Park,40_to_44,Condominiums and Other Apartments,40,Females,2024
Bukit Merah,Everton Park,40_to_44,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,40_to_44,Others,10,Females,2024
Bukit Merah,Everton Park,45_to_49,3-Room Flats,70,Females,2024
Bukit Merah,Everton Park,45_to_49,4-Room Flats,100,Females,2024
Bukit Merah,Everton Park,45_to_49,5-Room and Executive Flats,120,Females,2024
Bukit Merah,Everton Park,45_to_49,Condominiums and Other Apartments,40,Females,2024
Bukit Merah,Everton Park,45_to_49,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,50_to_54,3-Room Flats,50,Females,2024
Bukit Merah,Everton Park,50_to_54,4-Room Flats,80,Females,2024
Bukit Merah,Everton Park,50_to_54,5-Room and Executive Flats,140,Females,2024
Bukit Merah,Everton Park,50_to_54,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Everton Park,50_to_54,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,55_to_59,3-Room Flats,60,Females,2024
Bukit Merah,Everton Park,55_to_59,4-Room Flats,60,Females,2024
Bukit Merah,Everton Park,55_to_59,5-Room and Executive Flats,120,Females,2024
Bukit Merah,Everton Park,55_to_59,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Everton Park,55_to_59,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,60_to_64,1- and 2-Room Flats*,10,Females,2024
Bukit Merah,Everton Park,60_to_64,3-Room Flats,50,Females,2024
Bukit Merah,Everton Park,60_to_64,4-Room Flats,60,Females,2024
Bukit Merah,Everton Park,60_to_64,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Everton Park,60_to_64,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Everton Park,60_to_64,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,65_to_69,3-Room Flats,60,Females,2024
Bukit Merah,Everton Park,65_to_69,4-Room Flats,80,Females,2024
Bukit Merah,Everton Park,65_to_69,5-Room and Executive Flats,160,Females,2024
Bukit Merah,Everton Park,65_to_69,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Everton Park,65_to_69,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,70_to_74,3-Room Flats,80,Females,2024
Bukit Merah,Everton Park,70_to_74,4-Room Flats,70,Females,2024
Bukit Merah,Everton Park,70_to_74,5-Room and Executive Flats,140,Females,2024
Bukit Merah,Everton Park,70_to_74,Landed Properties,10,Females,2024
Bukit Merah,Everton Park,75_to_79,3-Room Flats,70,Females,2024
Bukit Merah,Everton Park,75_to_79,4-Room Flats,60,Females,2024
Bukit Merah,Everton Park,75_to_79,5-Room and Executive Flats,100,Females,2024
Bukit Merah,Everton Park,80_to_84,3-Room Flats,40,Females,2024
Bukit Merah,Everton Park,80_to_84,4-Room Flats,40,Females,2024
Bukit Merah,Everton Park,80_to_84,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Everton Park,85_to_89,3-Room Flats,30,Females,2024
Bukit Merah,Everton Park,85_to_89,4-Room Flats,30,Females,2024
Bukit Merah,Everton Park,85_to_89,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Everton Park,90 & Over,3-Room Flats,20,Females,2024
Bukit Merah,Everton Park,90 & Over,4-Room Flats,20,Females,2024
Bukit Merah,Everton Park,90 & Over,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Henderson Hill,0_to_4,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Henderson Hill,0_to_4,3-Room Flats,40,Females,2024
Bukit Merah,Henderson Hill,0_to_4,4-Room Flats,80,Females,2024
Bukit Merah,Henderson Hill,0_to_4,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,0_to_4,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,5_to_9,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Henderson Hill,5_to_9,3-Room Flats,40,Females,2024
Bukit Merah,Henderson Hill,5_to_9,4-Room Flats,90,Females,2024
Bukit Merah,Henderson Hill,5_to_9,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,5_to_9,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,10_to_14,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Henderson Hill,10_to_14,3-Room Flats,40,Females,2024
Bukit Merah,Henderson Hill,10_to_14,4-Room Flats,60,Females,2024
Bukit Merah,Henderson Hill,10_to_14,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,10_to_14,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,15_to_19,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Henderson Hill,15_to_19,3-Room Flats,60,Females,2024
Bukit Merah,Henderson Hill,15_to_19,4-Room Flats,70,Females,2024
Bukit Merah,Henderson Hill,15_to_19,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,20_to_24,1- and 2-Room Flats*,70,Females,2024
Bukit Merah,Henderson Hill,20_to_24,3-Room Flats,80,Females,2024
Bukit Merah,Henderson Hill,20_to_24,4-Room Flats,90,Females,2024
Bukit Merah,Henderson Hill,20_to_24,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,25_to_29,1- and 2-Room Flats*,70,Females,2024
Bukit Merah,Henderson Hill,25_to_29,3-Room Flats,110,Females,2024
Bukit Merah,Henderson Hill,25_to_29,4-Room Flats,120,Females,2024
Bukit Merah,Henderson Hill,25_to_29,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Henderson Hill,25_to_29,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,30_to_34,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Henderson Hill,30_to_34,3-Room Flats,140,Females,2024
Bukit Merah,Henderson Hill,30_to_34,4-Room Flats,190,Females,2024
Bukit Merah,Henderson Hill,30_to_34,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Henderson Hill,30_to_34,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,35_to_39,1- and 2-Room Flats*,70,Females,2024
Bukit Merah,Henderson Hill,35_to_39,3-Room Flats,160,Females,2024
Bukit Merah,Henderson Hill,35_to_39,4-Room Flats,180,Females,2024
Bukit Merah,Henderson Hill,35_to_39,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Henderson Hill,35_to_39,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,40_to_44,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Henderson Hill,40_to_44,3-Room Flats,110,Females,2024
Bukit Merah,Henderson Hill,40_to_44,4-Room Flats,110,Females,2024
Bukit Merah,Henderson Hill,40_to_44,5-Room and Executive Flats,60,Females,2024
Bukit Merah,Henderson Hill,40_to_44,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,45_to_49,1- and 2-Room Flats*,70,Females,2024
Bukit Merah,Henderson Hill,45_to_49,3-Room Flats,150,Females,2024
Bukit Merah,Henderson Hill,45_to_49,4-Room Flats,130,Females,2024
Bukit Merah,Henderson Hill,45_to_49,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Henderson Hill,45_to_49,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,50_to_54,1- and 2-Room Flats*,80,Females,2024
Bukit Merah,Henderson Hill,50_to_54,3-Room Flats,170,Females,2024
Bukit Merah,Henderson Hill,50_to_54,4-Room Flats,160,Females,2024
Bukit Merah,Henderson Hill,50_to_54,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Henderson Hill,50_to_54,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,55_to_59,1- and 2-Room Flats*,100,Females,2024
Bukit Merah,Henderson Hill,55_to_59,3-Room Flats,160,Females,2024
Bukit Merah,Henderson Hill,55_to_59,4-Room Flats,180,Females,2024
Bukit Merah,Henderson Hill,55_to_59,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,55_to_59,Condominiums and Other Apartments,10,Females,2024
Bukit Merah,Henderson Hill,60_to_64,1- and 2-Room Flats*,140,Females,2024
Bukit Merah,Henderson Hill,60_to_64,3-Room Flats,170,Females,2024
Bukit Merah,Henderson Hill,60_to_64,4-Room Flats,130,Females,2024
Bukit Merah,Henderson Hill,60_to_64,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Henderson Hill,65_to_69,1- and 2-Room Flats*,130,Females,2024
Bukit Merah,Henderson Hill,65_to_69,3-Room Flats,170,Females,2024
Bukit Merah,Henderson Hill,65_to_69,4-Room Flats,140,Females,2024
Bukit Merah,Henderson Hill,65_to_69,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,70_to_74,1- and 2-Room Flats*,130,Females,2024
Bukit Merah,Henderson Hill,70_to_74,3-Room Flats,190,Females,2024
Bukit Merah,Henderson Hill,70_to_74,4-Room Flats,130,Females,2024
Bukit Merah,Henderson Hill,70_to_74,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,70_to_74,Others,10,Females,2024
Bukit Merah,Henderson Hill,75_to_79,1- and 2-Room Flats*,110,Females,2024
Bukit Merah,Henderson Hill,75_to_79,3-Room Flats,170,Females,2024
Bukit Merah,Henderson Hill,75_to_79,4-Room Flats,90,Females,2024
Bukit Merah,Henderson Hill,75_to_79,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Henderson Hill,75_to_79,Others,20,Females,2024
Bukit Merah,Henderson Hill,80_to_84,1- and 2-Room Flats*,80,Females,2024
Bukit Merah,Henderson Hill,80_to_84,3-Room Flats,100,Females,2024
Bukit Merah,Henderson Hill,80_to_84,4-Room Flats,80,Females,2024
Bukit Merah,Henderson Hill,80_to_84,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Henderson Hill,80_to_84,Others,20,Females,2024
Bukit Merah,Henderson Hill,85_to_89,1- and 2-Room Flats*,60,Females,2024
Bukit Merah,Henderson Hill,85_to_89,3-Room Flats,80,Females,2024
Bukit Merah,Henderson Hill,85_to_89,4-Room Flats,40,Females,2024
Bukit Merah,Henderson Hill,85_to_89,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Henderson Hill,85_to_89,Others,20,Females,2024
Bukit Merah,Henderson Hill,90 & Over,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Henderson Hill,90 & Over,3-Room Flats,50,Females,2024
Bukit Merah,Henderson Hill,90 & Over,4-Room Flats,30,Females,2024
Bukit Merah,Henderson Hill,90 & Over,Others,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,0_to_4,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,0_to_4,3-Room Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,0_to_4,4-Room Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,0_to_4,5-Room and Executive Flats,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,0_to_4,Condominiums and Other Apartments,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,5_to_9,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,5_to_9,3-Room Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,5_to_9,4-Room Flats,10,Females,2024
Bukit Merah,Kampong Tiong Bahru,5_to_9,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,5_to_9,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,10_to_14,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,10_to_14,3-Room Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,10_to_14,4-Room Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,10_to_14,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,10_to_14,Condominiums and Other Apartments,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,15_to_19,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,15_to_19,3-Room Flats,70,Females,2024
Bukit Merah,Kampong Tiong Bahru,15_to_19,4-Room Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,15_to_19,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,15_to_19,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,20_to_24,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,20_to_24,3-Room Flats,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,20_to_24,4-Room Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,20_to_24,5-Room and Executive Flats,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,20_to_24,Condominiums and Other Apartments,20,Females,2024
Bukit Merah,Kampong Tiong Bahru,25_to_29,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,25_to_29,3-Room Flats,130,Females,2024
Bukit Merah,Kampong Tiong Bahru,25_to_29,4-Room Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,25_to_29,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,25_to_29,Condominiums and Other Apartments,60,Females,2024
Bukit Merah,Kampong Tiong Bahru,30_to_34,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,30_to_34,3-Room Flats,100,Females,2024
Bukit Merah,Kampong Tiong Bahru,30_to_34,4-Room Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,30_to_34,5-Room and Executive Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,30_to_34,Condominiums and Other Apartments,100,Females,2024
Bukit Merah,Kampong Tiong Bahru,35_to_39,1- and 2-Room Flats*,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,35_to_39,3-Room Flats,100,Females,2024
Bukit Merah,Kampong Tiong Bahru,35_to_39,4-Room Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,35_to_39,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,35_to_39,Condominiums and Other Apartments,140,Females,2024
Bukit Merah,Kampong Tiong Bahru,40_to_44,1- and 2-Room Flats*,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,40_to_44,3-Room Flats,120,Females,2024
Bukit Merah,Kampong Tiong Bahru,40_to_44,4-Room Flats,50,Females,2024
Bukit Merah,Kampong Tiong Bahru,40_to_44,5-Room and Executive Flats,30,Females,2024
Bukit Merah,Kampong Tiong Bahru,40_to_44,Condominiums and Other Apartments,110,Females,2024
Bukit Merah,Kampong Tiong Bahru,45_to_49,1- and 2-Room Flats*,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,45_to_49,3-Room Flats,150,Females,2024
Bukit Merah,Kampong Tiong Bahru,45_to_49,4-Room Flats,70,Females,2024
Bukit Merah,Kampong Tiong Bahru,45_to_49,5-Room and Executive Flats,40,Females,2024
Bukit Merah,Kampong Tiong Bahru,45_to_49,Condominiums and Other Apartments,60,Females,2024
